date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW
2013-03-01,-0.9220223404662168,-0.9154357092056772,0.05168525987380052,-0.9860238824598994,-0.7084997078317815,0.3660125553865155,-1.1347699886488078,1.5755225098770052,-1.5253747663470518,-0.07997837004407365,0.21007370465151912,0.125,0.16666666666666666,0.0,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-02,-0.5267976482357257,-0.6626382701242827,1.2313236181540095,0.5457742656760037,-0.16051348140643196,-0.5231607440823652,-1.2411185154522502,1.5628913534448692,-1.2746252445343562,-0.07997837004407365,-0.7101074704639867,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.125,0.0,0.041666666666666664,0.125
2013-03-03,-0.18811690164883,-0.14392416358601248,1.1012160401624012,0.5013081909948444,0.0967348110852335,-0.49605397258966394,-0.7372465298387002,0.3486705093230201,-1.0488903985755709,-0.07997837004407365,-0.3789696081386837,0.041666666666666664,0.125,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
2013-03-04,-0.702258757913274,-0.70704181231822,0.35612930301095197,-0.47551105187811765,-0.5265126796095286,0.15571471179053276,-0.39326405348825616,0.6510033503761786,-1.0829465235333051,-0.07997837004407365,0.4011147790699632,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.125,0.041666666666666664,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
2013-03-05,0.503234846117191,0.3707532572982633,1.718115811782419,1.0660095343199436,0.45668192052226786,0.5693520144517487,-0.6374989460782302,0.004777089041530126,-0.7598654088900245,-0.07997837004407365,-0.8342841688359757,0.0,0.08333333333333333,0.125,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.125,0.0,0.0,0.0
2013-03-06,2.298650852120011,1.9728128762272592,3.883191467585513,2.5450451832057746,1.7984026345067576,0.1881871729340301,-0.5597545057943348,-0.3325970246943386,-0.45366166590721385,-0.07997837004407365,-0.6241389869756869,0.041666666666666664,0.041666666666666664,0.125,0.2916666666666667,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.125,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0
2013-03-07,1.8142382868640559,1.5671259680008303,3.2203068141038895,2.9126970080724774,1.9589654781748138,-0.3166822824636786,-0.39326405348825627,-0.8329538020707227,-0.3906729038172457,-0.07997837004407365,-0.6496111302314796,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.041666666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.0
2013-03-08,1.558333213281186,1.7578593651520615,2.0914699629151303,1.5865435321241563,1.2447748622680834,0.4479668620820088,-0.1468288465506249,-1.1336568164874767,-0.31653302116589593,-0.07997837004407365,0.18778557930270057,0.041666666666666664,0.041666666666666664,0.4583333333333333,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.25,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
2013-03-09,-0.17820713797933393,1.2795121151537343,0.6385412114473884,-0.40278436372261245,-0.19746464432597424,0.8198538575587285,-0.5802907730391373,-0.5945916564964692,-0.9319543234994585,-0.07997837004407365,1.0952306827903102,0.0,0.041666666666666664,0.0,0.20833333333333334,0.2916666666666667,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-10,-0.5699342665617675,-0.5380056005572078,0.2780153708902355,-0.3371877430333332,-0.48576689354833075,0.7278485509854861,-0.5645218535475923,0.9064786756326876,-1.3180242002327074,-0.07997837004407365,0.3724586179071965,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.0,0.125,0.0,0.0,0.041666666666666664,0.0
2013-03-11,0.7410691741850973,0.8385042074548551,3.0841081632267433,1.3925666242730947,0.5264565215555658,0.5662593991047492,-0.7343127773751571,0.27003137411647155,-0.7179733613756439,-0.07997837004407365,-0.45857005581303545,0.041666666666666664,0.0,0.4166666666666667,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.20833333333333334,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0
2013-03-12,0.9351839566522849,0.5932755539747,1.3215373871695506,1.258521355908046,0.6193473472375199,-0.4117802043839209,-0.7497149778087588,-0.179800777531354,-0.15649937202822606,0.036133504259708064,-0.49677827069672414,0.0,0.041666666666666664,0.125,0.0,0.125,0.16666666666666666,0.125,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.125,0.125,0.041666666666666664,0.041666666666666664
2013-03-13,-0.8077685946296737,-0.9310778661149047,-0.09853384035834656,-0.6551887520270129,-0.662034934668653,0.5013144768177543,-0.7889539170086496,1.1391364279795229,-1.0723981662455115,-0.07997837004407365,0.20688968674454503,0.0,0.0,0.25,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664
2013-03-14,0.5317982825763269,0.3182763437963372,1.5498704195224144,1.0431933184280204,0.3039019263590361,0.42786486232651044,-0.8993363534494637,1.0331976966131882,-0.4482367964449197,-0.07997837004407365,-0.2738970172085394,0.125,0.041666666666666664,0.4583333333333333,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333
2013-03-15,1.5711576133240632,1.2537782441095209,2.451185020915297,1.4553112179758834,0.6658508410449508,0.004176559787545141,-0.707542286145325,0.3531525325731348,-0.28579209421289714,-0.07997837004407365,-0.7037394346500386,0.125,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0
2013-03-16,2.212960542742604,1.7785473791287822,2.2789337859824346,1.642118985591005,1.1963236679906666,0.6327506290652437,-0.42553533058723186,0.5666598219422111,-0.1351012758158446,-0.07997837004407365,-0.28344907092946153,0.0,0.08333333333333333,0.20833333333333334,0.125,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.125,0.08333333333333333,0.125,0.08333333333333333,0.0,0.0,0.0
